time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s)
1702331831750000,-9.670483,3.130436,-0.038243,,
1702331831757812,-9.798483,3.175436,0.56243,0.0,0.42
1702331831765625,-9.814483,3.186436,0.43243,0.0,0.42
1702331831773437,-9.718483,3.169436,0.16243,0.0,0.42
1702331831781250,-9.634483,3.116436,0.29243,0.0,0.42
1702331831789062,-9.607483,3.116436,0.11243,0.0,0.42
1702331831804687,-9.680483,3.185436,0.44757,0.0,0.42
1702331831812500,-9.716483,3.208436,0.28757,0.0,0.42
1702331831820312,-9.741483,3.224436,0.4757,0.0,0.42
1702331831828125,-9.730483,3.242436,0.26757,0.0,0.42
1702331831851562,-9.674483,3.256436,0.73757,0.0,0.42
1702331831859375,-9.678483,3.252436,0.80757,0.0,0.42
1702331831867187,-9.712483,3.248436,0.82757,0.0,0.42
1702331831875000,-9.737483,3.253436,0.93757,0.0,0.42
1702331831882812,-9.747483,3.237436,0.112757,0.0,0.42
1702331831890625,-9.715483,3.199436,0.126757,0.0,0.42
1702331831898437,-9.708483,3.168436,0.123757,0.0,0.42
1702331831906250,-9.703483,3.152436,0.135757,0.0,0.42
1702331831914062,-9.681483,3.145436,0.159757,0.0,0.42
1702331831921875,-9.681483,3.138436,0.171757,0.0,0.42
1702331831929687,-9.712483,3.117436,0.164757,0.0,0.42
1702331831937500,-9.705483,3.119436,0.173757,0.0,0.42
1702331831945312,-9.694483,3.119436,0.202757,0.0,0.42
1702331831953125,-9.705483,3.114436,0.211757,0.0,0.42
1702331831960937,-9.712483,3.115436,0.191757,0.0,0.42
1702331831968750,-9.710483,3.106436,0.196757,0.0,0.42
1702331831976562,-9.703483,3.112436,0.200757,0.0,0.42
1702331831984375,-9.678483,3.110436,0.214757,0.0,0.42
1702331831992187,-9.678483,3.105436,0.227757,0.0,0.42
1702331832000000,-9.669483,3.98436,0.223757,0.0,0.42
1702331832007812,-9.680483,3.114436,0.234757,0.0,0.42
1702331832015625,-9.705483,3.112436,0.232757,0.0,0.42
1702331832023437,-9.712483,3.103436,0.234757,0.0,0.42
1702331832031250,-9.698483,3.114436,0.232757,0.0,0.42
1702331832039062,-9.674483,3.103436,0.238757,0.0,0.42
1702331832046875,-9.667483,3.105436,0.257757,0.0,0.42
1702331832054687,-9.667483,3.118436,0.261757,0.0,0.42
1702331832062500,-9.669483,3.125436,0.266757,0.0,0.42
1702331832070312,-9.683483,3.114436,0.265757,0.0,0.42
1702331832078125,-9.676483,3.92436,0.232757,0.0,0.42
1702331832085937,-9.682483,3.74436,0.236757,0.0,0.42
1702331832093750,-9.706483,3.54436,0.218757,0.0,0.42
1702331832101562,-9.713483,3.46436,0.209757,0.0,0.42
1702331832109375,-9.733483,3.24436,0.194757,0.0,0.42
1702331832117187,-9.736483,2.978436,0.169757,0.0,0.42
1702331832125000,-9.767483,2.969436,0.140757,0.0,0.42
1702331832132812,-9.772483,2.967436,0.122757,0.0,0.42
1702331832140625,-9.772483,2.978436,0.99757,0.0,0.42
1702331832148437,-9.773483,3.7436,0.88757,0.0,0.42
1702331832156250,-9.793483,3.36436,0.87757,0.0,0.43
1702331832164062,-9.789483,3.41436,0.67757,0.0,0.42
1702331832171875,-9.758483,3.52436,0.38757,0.0,0.42
1702331832179687,-9.747483,3.58436,0.38757,0.0,0.42
1702331832187500,-9.742483,3.49436,0.54757,0.0,0.42
1702331832195312,-9.729483,3.47436,0.31757,0.0,0.42
1702331832203125,-9.740483,3.49436,0.20757,0.0,0.42
1702331832210937,-9.772483,3.61436,0.15757,0.0,0.42
1702331832218750,-9.776483,3.72436,0.18757,0.0,0.42
1702331832226562,-9.773483,3.52436,0.15757,0.0,0.42
1702331832234375,-9.802483,3.21436,0.16757,0.0,0.42
1702331832242187,-9.783483,2.959436,0.20757,0.0,0.42
1702331832250000,-9.775483,2.899436,0.32757,0.0,0.42
1702331832257812,-9.770483,2.852436,0.50757,0.0,0.42
1702331832265625,-9.798483,2.775436,0.46757,0.0,0.42
1702331832273437,-9.856483,2.638436,0.3757,0.0,0.42
1702331832281250,-9.893483,2.475436,0.23243,0.0,0.42
1702331832289062,-9.933483,2.338436,0.42243,0.0,0.42
1702331832296875,-9.998483,2.213436,0.65243,0.0,0.42
1702331832304687,-10.46483,2.110436,0.139243,0.0,0.42
1702331832312500,-10.43483,1.957436,0.185243,0.0,0.42
1702331832320312,-10.154483,1.768436,0.205243,0.0,0.42
1702331832328125,-10.342483,1.656436,0.309243,0.0,0.42
1702331832335937,-10.486483,1.732436,0.356243,0.0,0.42
1702331832343750,-10.500483,1.916436,0.335243,0.0,0.42
1702331832351562,-10.435483,2.159436,0.252243,0.0,0.42
1702331832359375,-10.291483,2.349436,0.171243,0.0,0.42
1702331832367187,-10.84483,2.405436,0.81243,0.0,0.42
1702331832375000,-9.902483,2.353436,0.6243,0.0,0.42
