time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s)
1694110381187500,-8.535233,5.152836,,,,
1694110381195312,-8.547233,0.658894,5.112836,0.53505,0.44744,0.45124
1694110381203125,-8.571233,0.652894,5.94836,0.50305,0.49344,0.40324
1694110381210937,-8.580233,0.668894,5.62836,0.48605,0.52344,0.32224
1694110381218750,-8.600233,0.670894,5.44836,0.53405,0.55544,0.35424
1694110381226562,-8.599233,0.665894,5.33836,0.47505,0.55644,0.26024
1694110381242187,-8.618233,0.648894,5.44836,0.50605,0.66444,0.17924
1694110381250000,-8.618233,0.659894,5.46836,0.47105,0.61544,0.16124
1694110381257812,-8.631233,0.662894,5.42836,0.50105,0.55244,0.16024
1694110381265625,-8.623233,0.663894,5.51836,0.53805,0.58544,0.14624
1694110381289062,-8.630233,0.679894,5.19836,0.47205,0.52244,0.14524
1694110381296875,-8.621233,0.685894,5.24836,0.50805,0.49244,0.16324
1694110381304687,-8.610233,0.685894,5.35836,0.42605,0.49144,0.11424
1694110381312500,-8.608233,0.672894,5.44836,0.46105,0.49344,0.14824
1694110381320312,-8.614233,0.658894,5.35836,0.38105,0.44644,0.14824
1694110381328125,-8.623233,0.654894,5.17836,0.47505,0.52344,0.16324
1694110381335937,-8.634233,0.669894,5.3836,0.48305,0.53644,0.17524
1694110381343750,-8.634233,0.660894,4.972836,0.42405,0.44444,0.16224
1694110381351562,-8.643233,0.659894,4.940836,0.46205,0.44744,0.19724
1694110381359375,-8.652233,0.670894,4.938836,0.49305,0.44644,0.21224
1694110381367187,-8.648233,0.672894,4.945836,0.46305,0.47944,0.26224
1694110381375000,-8.603233,0.679894,4.965836,0.39205,0.47744,0.27524
1694110381382812,-8.597233,0.669894,4.915836,0.33405,0.54144,0.21424
1694110381390625,-8.617233,0.662894,4.920836,0.33405,0.44744,0.23024
1694110381398437,-8.623233,0.666894,4.902836,0.43905,0.50744,0.25824
1694110381406250,-8.654233,0.674894,4.893836,0.40105,0.50544,0.27124
1694110381414062,-8.665233,0.670894,4.902836,0.39805,0.47344,0.30124
1694110381421875,-8.674233,0.680894,4.904836,0.35705,0.46144,0.38624
1694110381429687,-8.670233,0.687894,4.891836,0.38405,0.49044,0.36724
1694110381437500,-8.675233,0.689894,4.897836,0.40505,0.47644,0.35424
1694110381445312,-8.679233,0.691894,4.886836,0.37305,0.46144,0.37024
1694110381453125,-8.675233,0.686894,4.884836,0.40805,0.46144,0.30724
1694110381460937,-8.666233,0.684894,4.877836,0.29505,0.41444,0.29124
1694110381468750,-8.663233,0.665894,4.893836,0.24405,0.41344,0.24124
1694110381476562,-8.663233,0.667894,4.875836,0.21205,0.44544,0.30624
1694110381484375,-8.672233,0.656894,4.882836,0.35805,0.42944,0.25824
1694110381492187,-8.663233,0.669894,4.886836,0.28005,0.44544,0.22724
1694110381500000,-8.659233,0.668894,4.873836,0.24705,0.43044,0.29124
1694110381507812,-8.668233,0.661894,4.882836,0.37905,0.38444,0.29324
1694110381515625,-8.666233,0.670894,4.897836,0.30005,0.46344,0.29324
1694110381523437,-8.659233,0.659894,4.902836,0.24905,0.46144,0.22724
1694110381531250,-8.658233,0.642894,4.897836,0.33005,0.32144,0.29224
1694110381539062,-8.672233,0.644894,4.902836,0.28205,0.24444,0.29224
1694110381546875,-8.665233,0.641894,4.909836,0.38705,0.36644,0.30424
1694110381554687,-8.655233,0.647894,4.909836,0.36805,0.37144,0.29524
1694110381562500,-8.654233,0.646894,4.906836,0.41005,0.32244,0.30824
1694110381570312,-8.660233,0.649894,4.888836,0.34405,0.24244,0.25824
1694110381578125,-8.658233,0.647894,4.875836,0.42305,0.19544,0.24124
1694110381585937,-8.654233,0.648894,4.877836,0.41005,0.24244,0.19524
1694110381593750,-8.663233,0.642894,4.897836,0.47305,0.33744,0.27524
1694110381601562,-8.669233,0.642894,4.897836,0.49005,0.32144,0.22724
1694110381609375,-8.653233,0.649894,4.891836,0.46905,0.36544,0.20824
1694110381617187,-8.645233,0.651894,4.895836,0.49005,0.36744,0.22724
1694110381625000,-8.654233,0.651894,4.884836,0.47205,0.39844,0.21024
1694110381632812,-8.645233,0.653894,4.904836,0.48805,0.36644,0.16124
1694110381640625,-8.634233,0.667894,4.911836,0.45305,0.47444,0.16024
1694110381648437,-8.641233,0.655894,4.920836,0.50705,0.46144,0.22724
1694110381656250,-8.649233,0.656894,4.915836,0.47005,0.47544,0.19324
1694110381664062,-8.672233,0.651894,4.909836,0.48805,0.46044,0.21024
1694110381671875,-8.676233,0.647894,4.938836,0.52005,0.42944,0.21024
1694110381679687,-8.694233,0.645894,4.949836,0.48605,0.38144,0.16024
1694110381687500,-8.694233,0.648894,4.949836,0.58205,0.41244,0.20824
1694110381695312,-8.678233,0.654894,4.936836,0.53605,0.30444,0.19324
1694110381703125,-8.683233,0.643894,4.909836,0.50305,0.28944,0.27324
1694110381710937,-8.692233,0.654894,4.965836,0.51905,0.25844,0.28924
1694110381718750,-8.671233,0.667894,4.947836,0.50005,0.21444,0.18424
1694110381726562,-8.664233,0.663894,4.904836,0.67405,0.27744,0.27924
1694110381734375,-8.661233,0.659894,4.873836,0.54205,0.22944,0.26124
1694110381742187,-8.637233,0.661894,4.859836,0.52805,0.21444,0.24624
1694110381750000,-8.646233,0.671894,4.879836,0.59505,0.24744,0.29624
1694110381757812,-8.659233,0.677894,4.918836,0.52605,0.24444,0.24524
1694110381765625,-8.647233,0.678894,4.931836,0.61605,0.18044,0.32124
1694110381773437,-8.643233,0.698894,4.870836,0.56805,0.18044,0.28924
1694110381781250,-8.668233,0.715894,4.850836,0.63105,0.36844,0.41824
1694110381789062,-8.684233,0.721894,4.873836,0.52305,0.41744,0.43724
1694110381796875,-8.678233,0.758894,4.895836,0.48405,0.30644,0.46524
1694110381804687,-8.674233,0.771894,4.900836,0.38205,0.43444,0.42324
1694110381812500,-8.670233,0.793894,4.886836,0.43705,0.44744,0.53124
1694110381820312,-8.679233,0.794894,4.877836,0.39305,0.43244,0.45324
1694110381828125,-8.677233,0.790894,4.870836,0.34705,0.44844,0.42124
1694110381835937,-8.672233,0.778894,4.857836,0.21905,0.44944,0.45424
1694110381843750,-8.677233,0.769894,4.843836,0.23705,0.44944,0.40724
1694110381851562,-8.683233,0.773894,4.839836,0.21405,0.44744,0.45224
1694110381859375,-8.681233,0.761894,4.834836,0.23205,0.46344,0.45224
1694110381867187,-8.691233,0.765894,4.821836,0.22605,0.47644,0.40124
1694110381875000,-8.686233,0.756894,4.827836,0.30605,0.32044,0.41624
1694110381882812,-8.672233,0.761894,4.807836,0.26505,0.35444,0.40524
1694110381890625,-8.670233,0.758894,4.825836,0.31605,0.43344,0.45424
1694110381898437,-8.671233,0.748894,4.812836,0.36305,0.46444,0.42124
1694110381906250,-8.674233,0.756894,4.809836,0.41105,0.48044,0.45324
1694110381914062,-8.679233,0.756894,4.818836,0.34905,0.46544,0.45524
1694110381921875,-8.687233,0.759894,4.805836,0.47305,0.41644,0.43624
1694110381929687,-8.703233,0.758894,4.798836,0.48705,0.47844,0.40324
1694110381937500,-8.705233,0.762894,4.787836,0.47305,0.46344,0.42024
1694110381945312,-8.717233,0.770894,4.784836,0.50805,0.44844,0.38924
1694110381953125,-8.719233,0.770894,4.773836,0.54105,0.40244,0.43824
1694110381960937,-8.721233,0.780894,4.757836,0.56905,0.40144,0.46824
1694110381968750,-8.728233,0.782894,4.757836,0.61805,0.46344,0.38824
1694110381976562,-8.742233,0.791894,4.805836,0.59105,0.37044,0.32624
1694110381984375,-8.719233,0.799894,4.803836,0.50905,0.43244,0.32524
1694110381992187,-8.714233,0.789894,4.766836,0.56605,0.47644,0.27324
1694110382000000,-8.712233,0.766894,4.784836,0.65405,0.43144,0.26124
1694110382007812,-8.702233,0.774894,4.753836,0.69505,0.47644,0.28924
1694110382015625,-8.712233,0.794894,4.760836,0.72605,0.46044,0.28824
1694110382023437,-8.737233,0.797894,4.769836,0.71905,0.47944,0.30924
1694110382031250,-8.728233,0.835894,4.766836,0.70005,0.46244,0.32424
1694110382039062,-8.709233,0.855894,4.784836,0.65105,0.47844,0.35624
1694110382046875,-8.713233,0.866894,4.791836,0.60305,0.46244,0.27624
1694110382054687,-8.736233,0.853894,4.789836,0.60505,0.47844,0.29224
1694110382062500,-8.741233,0.823894,4.778836,0.71105,0.52344,0.27324
1694110382070312,-8.735233,0.822894,4.771836,0.58805,0.50944,0.30824
1694110382078125,-8.743233,0.806894,4.769836,0.66305,0.47444,0.17624
1694110382085937,-8.759233,0.798894,4.769836,0.66805,0.46244,0.27624
1694110382093750,-8.761233,0.785894,4.773836,0.60205,0.47744,0.22724
1694110382101562,-8.768233,0.787894,4.755836,0.68605,0.46144,0.16424
1694110382109375,-8.759233,0.800894,4.764836,0.60505,0.47744,0.14724
1694110382117187,-8.773233,0.801894,4.746836,0.66805,0.44544,0.17924
1694110382125000,-8.769233,0.807894,4.753836,0.68805,0.43244,0.19724
1694110382132812,-8.759233,0.805894,4.748836,0.65405,0.43044,0.14824
1694110382140625,-8.766233,0.807894,4.733836,0.63905,0.41544,0.19724
1694110382148437,-8.766233,0.810894,4.719836,0.71405,0.28844,0.19324
1694110382156250,-8.765233,0.802894,4.728836,0.69505,0.20944,0.20724
1694110382164062,-8.747233,0.796894,4.728836,0.67205,0.23844,0.18724
1694110382171875,-8.736233,0.799894,4.739836,0.66605,0.16444,0.17724
1694110382179687,-8.734233,0.805894,4.735836,0.63205,0.24144,0.14424
1694110382187500,-8.734233,0.810894,4.739836,0.71605,0.16344,0.8124
1694110382195312,-8.739233,0.806894,4.739836,0.70705,0.21344,0.13424
1694110382203125,-8.742233,0.811894,4.753836,0.75505,0.15144,0.16624
1694110382210937,-8.746233,0.808894,4.746836,0.64405,0.15244,0.16724
1694110382218750,-8.739233,0.804894,4.751836,0.65805,0.5744,0.13324
1694110382226562,-8.742233,0.818894,4.742836,0.72305,0.7244,0.8524
1694110382234375,-8.724233,0.822894,4.753836,0.65605,0.5544,0.3524
1694110382242187,-8.730233,0.820894,4.755836,0.57505,0.5644,0.14824
1694110382250000,-8.723233,0.814894,4.764836,0.57205,0.7044,0.11424
1694110382257812,-8.733233,0.812894,4.764836,0.62905,0.13744,0.18424
1694110382265625,-8.723233,0.821894,4.764836,0.55405,0.11744,0.17724
1694110382273437,-8.721233,0.818894,4.778836,0.47305,0.7044,0.16124
1694110382281250,-8.717233,0.811894,4.789836,0.49305,0.8844,0.22824
1694110382289062,-8.719233,0.815894,4.791836,0.47805,0.5644,0.19624
1694110382296875,-8.724233,0.808894,4.793836,0.41705,0.4244,0.19824
1694110382304687,-8.728233,0.802894,4.791836,0.41205,0.7144,0.16324
1694110382312500,-8.732233,0.794894,4.778836,0.32905,0.10244,0.19424
1694110382320312,-8.739233,0.787894,4.787836,0.36405,0.944,0.17924
1694110382328125,-8.734233,0.785894,4.803836,0.44205,0.6956,0.19324
1694110382335937,-8.724233,0.786894,4.825836,0.38505,0.5156,0.18224
1694110382343750,-8.710233,0.775894,4.823836,0.39705,0.5156,0.26024
1694110382351562,-8.691233,0.766894,4.764836,0.39505,0.3656,0.27524
1694110382359375,-8.703233,0.764894,4.784836,0.34705,0.556,0.27524
1694110382367187,-8.696233,0.792894,4.798836,0.27705,0.2344,0.25624
1694110382375000,-8.679233,0.793894,4.757836,0.37205,0.4444,0.23324
1694110382382812,-8.692233,0.793894,4.694836,0.33005,0.7144,0.24324
1694110382390625,-8.690233,0.774894,4.671836,0.40305,0.7544,0.26424
1694110382398437,-8.683233,0.775894,4.726836,0.38205,0.5744,0.21324
1694110382406250,-8.671233,0.775894,4.789836,0.44205,0.14844,0.17824
1694110382414062,-8.665233,0.772894,4.798836,0.49405,0.11844,0.16424
1694110382421875,-8.676233,0.770894,4.762836,0.47805,0.16544,0.14824
1694110382429687,-8.701233,0.768894,4.742836,0.56005,0.22944,0.24624
1694110382437500,-8.710233,0.763894,4.760836,0.54705,0.21544,0.23224
1694110382445312,-8.701233,0.778894,4.791836,0.64305,0.21644,0.31224
1694110382453125,-8.701233,0.798894,4.802836,0.63505,0.24344,0.29124
1694110382460937,-8.713233,0.832894,4.778836,0.70805,0.23144,0.26424
1694110382468750,-8.729233,0.842894,4.764836,0.70305,0.33844,0.21324
1694110382476562,-8.729233,0.837894,4.764836,0.65705,0.24444,0.13324
1694110382484375,-8.733233,0.828894,4.764836,0.62905,0.24644,0.16824
1694110382492187,-8.736233,0.828894,4.769836,0.64605,0.22944,0.4024
1694110382500000,-8.737233,0.825894,4.762836,0.58505,0.22444,0.3224
1694110382507812,-8.726233,0.823894,4.764836,0.60405,0.19344,0.124
1694110382515625,-8.735233,0.821894,4.762836,0.57105,0.14744,0.1724
1694110382523437,-8.735233,0.818894,4.753836,0.55805,0.13344,0.3524
1694110382531250,-8.719233,0.829894,4.755836,0.57105,0.17844,0.1724
1694110382539062,-8.722233,0.826894,4.755836,0.52805,0.19544,0.2776
1694110382546875,-8.712233,0.845894,4.757836,0.48805,0.17644,0.4876
1694110382554687,-8.699233,0.835894,4.762836,0.40105,0.19544,0.7476
1694110382562500,-8.702233,0.842894,4.789836,0.47105,0.16744,0.676
1694110382570312,-8.695233,0.839894,4.789836,0.40105,0.14844,0.7476
