time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s)
1702331410750000,-9.506077,3.328913,1.275403,,
1702331410757812,-9.506077,3.332913,1.270403,0.0,0.4
1702331410765625,-9.533077,3.353913,1.277403,0.0,0.4
1702331410773437,-9.542077,3.362913,1.279403,0.0,0.4
1702331410781250,-9.538077,3.371913,1.275403,0.0,0.4
1702331410789062,-9.533077,3.368913,1.304403,0.0,0.39
1702331410804687,-9.532077,3.402913,1.299403,0.0,0.4
1702331410812500,-9.516077,3.417913,1.315403,0.0,0.4
1702331410820312,-9.499077,3.423913,1.313403,0.0,0.39
1702331410828125,-9.499077,3.423913,1.317403,0.0,0.39
1702331410851562,-9.492077,3.441913,1.319403,0.0,0.39
1702331410859375,-9.488077,3.423913,1.324403,0.0,0.39
1702331410867187,-9.458077,3.393913,1.329403,0.0,0.4
1702331410875000,-9.478077,3.396913,1.338403,0.0,0.39
1702331410882812,-9.530077,3.417913,1.317403,0.0,0.39
1702331410890625,-9.554077,3.413913,1.313403,0.0,0.39
1702331410898437,-9.547077,3.395913,1.315403,0.0,0.39
1702331410906250,-9.536077,3.379913,1.311403,0.0,0.39
1702331410914062,-9.524077,3.353913,1.311403,0.0,0.39
1702331410921875,-9.529077,3.346913,1.317403,0.0,0.39
1702331410929687,-9.533077,3.326913,1.320403,0.0,0.39
1702331410937500,-9.550077,3.326913,1.313403,0.0,0.39
1702331410945312,-9.571077,3.325913,1.306403,0.0,0.39
1702331410953125,-9.568077,3.322913,1.318403,0.0,0.39
1702331410960937,-9.568077,3.313913,1.322403,0.0,0.39
1702331410968750,-9.570077,3.320913,1.320403,0.0,0.39
1702331410976562,-9.573077,3.313913,1.318403,0.0,0.39
1702331410984375,-9.586077,3.311913,1.324403,0.0,0.4
1702331410992187,-9.588077,3.298913,1.327403,0.0,0.39
1702331411000000,-9.574077,3.280913,1.345403,0.0,0.4
1702331411007812,-9.562077,3.269913,1.329403,0.0,0.39
1702331411015625,-9.545077,3.264913,1.338403,0.0,0.39
1702331411023437,-9.562077,3.271913,1.350403,0.0,0.39
1702331411031250,-9.565077,3.273913,1.354403,0.0,0.4
1702331411039062,-9.533077,3.257913,1.370403,0.0,0.39
1702331411046875,-9.502077,3.270913,1.377403,0.0,0.39
1702331411054687,-9.505077,3.285913,1.385403,0.0,0.39
1702331411062500,-9.535077,3.315913,1.385403,0.0,0.39
1702331411070312,-9.532077,3.324913,1.415403,0.0,0.39
1702331411078125,-9.539077,3.326913,1.421403,0.0,0.4
1702331411085937,-9.564077,3.324913,1.419403,0.0,0.39
1702331411093750,-9.572077,3.309913,1.421403,0.0,0.39
1702331411101562,-9.556077,3.266913,1.419403,0.0,0.4
1702331411109375,-9.538077,3.222913,1.422403,0.0,0.4
1702331411117187,-9.566077,3.200913,1.420403,0.0,0.4
1702331411125000,-9.595077,3.163913,1.417403,0.0,0.4
1702331411132812,-9.634077,3.157913,1.393403,0.0,0.4
1702331411140625,-9.634077,3.137913,1.388403,0.0,0.4
1702331411148437,-9.638077,3.106913,1.390403,0.0,0.4
1702331411156250,-9.635077,3.77913,1.384403,0.0,0.4
1702331411164062,-9.613077,3.50913,1.384403,0.0,0.4
1702331411171875,-9.594077,3.32913,1.393403,0.0,0.4
1702331411179687,-9.565077,3.25913,1.393403,0.0,0.4
1702331411187500,-9.554077,3.31913,1.389403,0.0,0.39
1702331411195312,-9.570077,3.43913,1.397403,0.0,0.39
1702331411203125,-9.595077,3.59913,1.391403,0.0,0.4
1702331411210937,-9.613077,3.77913,1.400403,0.0,0.4
1702331411218750,-9.618077,3.90913,1.393403,0.0,0.4
1702331411226562,-9.629077,3.101913,1.388403,0.0,0.4
1702331411234375,-9.632077,3.101913,1.395403,0.0,0.4
1702331411242187,-9.607077,3.114913,1.388403,0.0,0.4
1702331411250000,-9.594077,3.134913,1.388403,0.0,0.4
1702331411257812,-9.587077,3.138913,1.395403,0.0,0.4
1702331411265625,-9.590077,3.145913,1.397403,0.0,0.4
1702331411273437,-9.599077,3.123913,1.388403,0.0,0.4
1702331411281250,-9.627077,3.86913,1.381403,0.0,0.4
1702331411289062,-9.637077,3.46913,1.379403,0.0,0.4
1702331411296875,-9.635077,3.35913,1.384403,0.0,0.4
1702331411304687,-9.634077,3.6913,1.368403,0.0,0.4
1702331411312500,-9.632077,2.990913,1.370403,0.0,0.4
1702331411320312,-9.634077,2.988913,1.362403,0.0,0.4
1702331411328125,-9.652077,3.18913,1.364403,0.0,0.4
1702331411335937,-9.673077,3.35913,1.382403,0.0,0.4
1702331411343750,-9.671077,3.47913,1.375403,0.0,0.4
1702331411351562,-9.649077,3.53913,1.361403,0.0,0.4
1702331411359375,-9.635077,3.55913,1.357403,0.0,0.4
1702331411367187,-9.620077,3.61913,1.377403,0.0,0.4
1702331411375000,-9.591077,3.70913,1.384403,0.0,0.4
1702331411382812,-9.579077,3.65913,1.373403,0.0,0.4
1702331411390625,-9.609077,3.99913,1.375403,0.0,0.4
1702331411398437,-9.637077,3.135913,1.363403,0.0,0.4
1702331411406250,-9.632077,3.146913,1.347403,0.0,0.4
1702331411414062,-9.608077,3.145913,1.363403,0.0,0.4
1702331411421875,-9.574077,3.145913,1.354403,0.0,0.4
1702331411429687,-9.565077,3.145913,1.347403,0.0,0.4
1702331411437500,-9.558077,3.136913,1.345403,0.0,0.4
1702331411445312,-9.563077,3.134913,1.332403,0.0,0.4
1702331411453125,-9.585077,3.145913,1.332403,0.0,0.4
1702331411460937,-9.585077,3.150913,1.318403,0.0,0.4
1702331411468750,-9.591077,3.170913,1.316403,0.0,0.4
1702331411476562,-9.593077,3.181913,1.327403,0.0,0.4
1702331411484375,-9.593077,3.190913,1.325403,0.0,0.4
1702331411492187,-9.600077,3.203913,1.320403,0.0,0.4
1702331411500000,-9.608077,3.196913,1.334403,0.0,0.39
1702331411507812,-9.599077,3.174913,1.336403,0.0,0.4
1702331411515625,-9.597077,3.141913,1.334403,0.0,0.4
1702331411523437,-9.603077,3.128913,1.352403,0.0,0.4
1702331411531250,-9.600077,3.105913,1.348403,0.0,0.4
1702331411539062,-9.627077,3.101913,1.350403,0.0,0.4
1702331411546875,-9.639077,3.97913,1.345403,0.0,0.4
1702331411554687,-9.635077,3.77913,1.357403,0.0,0.4
1702331411562500,-9.640077,3.73913,1.359403,0.0,0.4
1702331411570312,-9.653077,3.66913,1.357403,0.0,0.4
1702331411578125,-9.644077,3.57913,1.361403,0.0,0.4
1702331411585937,-9.637077,3.48913,1.366403,0.0,0.4
1702331411593750,-9.666077,3.46913,1.370403,0.0,0.4
1702331411601562,-9.662077,3.42913,1.381403,0.0,0.4
1702331411609375,-9.653077,3.40913,1.382403,0.0,0.4
1702331411617187,-9.632077,3.39913,1.386403,0.0,0.4
1702331411625000,-9.637077,3.39913,1.382403,0.0,0.4
1702331411632812,-9.613077,3.41913,1.391403,0.0,0.4
1702331411640625,-9.581077,3.38913,1.389403,0.0,0.4
1702331411648437,-9.565077,3.31913,1.395403,0.0,0.4
1702331411656250,-9.590077,3.38913,1.406403,0.0,0.4
1702331411664062,-9.595077,3.47913,1.409403,0.0,0.4
1702331411671875,-9.588077,3.63913,1.393403,0.0,0.4
1702331411679687,-9.586077,3.61913,1.386403,0.0,0.4
1702331411687500,-9.604077,3.72913,1.402403,0.0,0.4
1702331411695312,-9.611077,3.76913,1.411403,0.0,0.4
1702331411703125,-9.611077,3.70913,1.393403,0.0,0.4
1702331411710937,-9.593077,3.65913,1.391403,0.0,0.4
1702331411718750,-9.608077,3.65913,1.384403,0.0,0.4
1702331411726562,-9.633077,3.73913,1.386403,0.0,0.39
1702331411734375,-9.638077,3.86913,1.384403,0.0,0.4
1702331411742187,-9.631077,3.86913,1.386403,0.0,0.4
1702331411750000,-9.604077,3.76913,1.384403,0.0,0.4
1702331411757812,-9.581077,3.43913,1.384403,0.0,0.4
1702331411765625,-9.595077,3.39913,1.384403,0.0,0.4
1702331411773437,-9.621077,3.41913,1.386403,0.0,0.4
1702331411781250,-9.641077,3.37913,1.384403,0.0,0.4
1702331411789062,-9.617077,3.30913,1.386403,0.0,0.4
1702331411796875,-9.599077,3.36913,1.388403,0.0,0.4
1702331411804687,-9.629077,3.68913,1.386403,0.0,0.4
1702331411812500,-9.636077,3.77913,1.381403,0.0,0.4
1702331411820312,-9.638077,3.101913,1.397403,0.0,0.4
1702331411828125,-9.618077,3.92913,1.393403,0.0,0.4
1702331411835937,-9.617077,3.74913,1.386403,0.0,0.4
1702331411843750,-9.611077,3.72913,1.384403,0.0,0.4
1702331411851562,-9.597077,3.68913,1.379403,0.0,0.4
1702331411859375,-9.595077,3.70913,1.386403,0.0,0.4
1702331411867187,-9.611077,3.70913,1.366403,0.0,0.4
1702331411875000,-9.641077,3.104913,1.366403,0.0,0.4
1702331411882812,-9.668077,3.120913,1.374403,0.0,0.4
1702331411890625,-9.645077,3.124913,1.370403,0.0,0.4
1702331411898437,-9.638077,3.99913,1.359403,0.0,0.4
1702331411906250,-9.611077,3.77913,1.352403,0.0,0.4
1702331411914062,-9.604077,3.39913,1.352403,0.0,0.4
1702331411921875,-9.608077,3.41913,1.361403,0.0,0.4
1702331411929687,-9.599077,3.30913,1.370403,0.0,0.4
1702331411937500,-9.605077,3.19913,1.352403,0.0,0.4
1702331411945312,-9.630077,3.10913,1.352403,0.0,0.4
1702331411953125,-9.626077,3.26913,1.364403,0.0,0.4
1702331411960937,-9.635077,3.28913,1.377403,0.0,0.4
1702331411968750,-9.635077,3.37913,1.363403,0.0,0.4
1702331411976562,-9.635077,3.42913,1.366403,0.0,0.4
1702331411984375,-9.635077,3.39913,1.384403,0.0,0.4
1702331411992187,-9.629077,3.52913,1.384403,0.0,0.4
1702331412000000,-9.636077,3.59913,1.379403,0.0,0.4
1702331412007812,-9.644077,3.59913,1.381403,0.0,0.4
1702331412015625,-9.653077,3.66913,1.386403,0.0,0.4
1702331412023437,-9.664077,3.51913,1.384403,0.0,0.4
1702331412031250,-9.648077,3.39913,1.384403,0.0,0.4
1702331412039062,-9.653077,3.26913,1.386403,0.0,0.4
1702331412046875,-9.635077,3.6913,1.395403,0.0,0.4
1702331412054687,-9.634077,2.999913,1.420403,0.0,0.4
1702331412062500,-9.630077,2.999913,1.413403,0.0,0.4
1702331412070312,-9.652077,3.6913,1.422403,0.0,0.4
1702331412078125,-9.650077,2.999913,1.424403,0.0,0.4
1702331412085937,-9.629077,2.984913,1.420403,0.0,0.4
1702331412093750,-9.629077,2.957913,1.422403,0.0,0.4
1702331412101562,-9.618077,2.941913,1.420403,0.0,0.4
1702331412109375,-9.606077,2.941913,1.425403,0.0,0.4
1702331412117187,-9.627077,2.937913,1.429403,0.0,0.4
1702331412125000,-9.633077,2.933913,1.418403,0.0,0.41
1702331412132812,-9.660077,2.944913,1.407403,0.0,0.4
1702331412140625,-9.673077,2.942913,1.391403,0.0,0.41
1702331412148437,-9.646077,2.935913,1.396403,0.0,0.4
1702331412156250,-9.631077,2.924913,1.389403,0.0,0.4
1702331412164062,-9.635077,2.928913,1.384403,0.0,0.4
1702331412171875,-9.631077,2.926913,1.386403,0.0,0.4
