Participant,Sensor,Task,Area,Jerk X,Jerk Y,Jerk Z,RMS Acceleration,RMS Angular Velocity,Ellipse Area,Box Area,Total Pathway Length,volume,Mean Acceleration X,Mean Acceleration Y,Mean Acceleration Z
participant2,head,task1.csv,4453993.409987822,2.834381797393967e-07,-4.174186684997804e-08,-4.108781372842383e-08,2.313661926641108,1.1287030589287077,2.1457033911353918,14.610679265868,633.4223755432972,25.854262729702945,0.7684205104895107,1.5233166853146856,-9.84357895104895
participant2,lowerback,task1.csv,257594202.90166184,3.5298947035919143e-09,1.3867497875407038e-08,5.1208974524219985e-09,2.1876190762724503,0.7012638692872236,0.6601985653655844,31.138060699398,74667855.61635377,72.52987453233402,2.810848471583961,0.245862227328313,-9.437143647229195
participant2,torso,task1.csv,7066870.1427059695,9.887191429332223e-07,9.900536520688706e-07,-1.4725723647265924e-08,3.4860651330022367,0.8796632092496971,4.175627137319663,35.01139263,2798.172404502992,35.871686561480246,0.1279289790575916,0.9422732486910994,-9.50563492408377
participant3,head,task1.csv,2656691.289957757,-1.5213172863742913e-07,-1.6515036279460286e-06,-4.317989039748103e-07,1.9145344847445789,0.8027075954130847,0.7800188905698191,7.395222156000001,161.80260793584432,13.292362476062069,1.385324277511962,3.383138038277512,-9.393161674641147
participant3,torso,task1.csv,6794421.866759766,2.498913010924167e-06,-5.926295602194706e-07,1.227807072924483e-06,5.181878217939031,0.9593295769609008,2.99754580767283,15.12671553638,818.4738446836882,14.099372023154809,1.2406925358851677,0.8218031483253588,-9.501618488038275
participant4,head,task1.csv,9433617.420405408,-4.318538194557192e-07,-1.6800261479285195e-06,-4.302667042238872e-07,3.782284124544752,0.884476339008069,7.578752931695835,54.0078,2192.45223319936,48.101611386667344,0.2219036269430051,0.8592703601036269,-9.704979150259067
participant4,lowerback,task1.csv,6869433.449389429,5.745409544822375e-07,7.882845072564894e-07,-3.393025279603068e-07,3.881766875283839,1.095519805643396,6.842410387670204,26.476935402,680.5552830499112,77.57231202170288,5.842445203703704,-0.1395423111111111,-7.61174424074074
participant4,torso,task1.csv,9312827.147171542,-6.508865876393686e-07,2.165649896826676e-07,-8.880978845724875e-07,5.259411213521985,1.0425181218053878,11.401803355227676,31.633221250999995,846.6068994991481,60.51128361630621,-0.8116154814814813,-0.1065836814814814,-9.2868524
participant5,head,task1.csv,2534585.178676876,1.7908850330161413e-07,-1.007453324671374e-06,-2.869962668478263e-07,1.900289571637595,0.8314886510541858,0.7757162288775771,5.642737288963001,319.0999456846656,11.057750589475935,1.3044850361990952,2.3516181266968323,-9.055809837104071
participant5,torso,task1.csv,7944309.380799469,2.802916941567817e-06,-2.286905588764292e-06,2.3724457867152458e-07,5.141881070318087,1.072247214886457,4.087006378137063,41.30158116519,439.4429983840313,75.97514356005192,0.0507287480314961,0.7447891259842518,-9.272806905511809
